req_id,title,design_refs,code_paths,tests,status,phase,last_verified
FR-906,"The MARL view expose an observation/action/reward interface and record trajectories, without making MARL a runtime dependency of the MVP",docs/MARL_MODEL.md#deterministic-marl-environment-and-trajectories|docs/PORTS.md#14-marl-trajectory-ports,backend/alembic/versions/20260912_0024_marl_trajectories.py,backend/tests/integration/test_marl_persistence.py::test_marl_store_idempotent_replay_conflict_and_gap_rejection|backend/tests/integration/test_marl_persistence.py::test_marl_store_round_trip_rollback_rls_append_only_and_no_commit|backend/tests/unit/test_marl.py::test_complete_export_and_hermetic_replay_are_byte_deterministic|backend/tests/unit/test_marl.py::test_exact_values_and_hashes_are_strict_and_deterministic|backend/tests/unit/test_marl.py::test_failure_precedence_prefix|backend/tests/unit/test_marl.py::test_incomplete_export_is_authentic_but_never_replay_success|backend/tests/unit/test_marl.py::test_inmemory_store_lifecycle_idempotency_conflict_and_isolation|backend/tests/unit/test_marl.py::test_mutations_fail_closed_and_precedence_is_deterministic|backend/tests/unit/test_marl.py::test_reward_vector_is_five_exact_metric_linked_components_and_neutral_is_explicit|backend/tests/unit/test_marl.py::test_shared_store_contract_for_inmemory_adapter|backend/tests/unit/test_marl.py::test_symbolic_feasibility_cannot_be_overridden_by_reward|backend/tests/unit/test_marl.py::test_unknown_implementation_fails_closed_after_integrity,implemented,12,local-phase12-2026-09-13
FR-907,"Learning be conservative: promotion of experience into knowledge requires validation, never automatic self-modification",,,,planned,16,
NFR-001,Durability: A session survives any single stateless-service restart with no loss of committed artifacts,,,backend/tests/integration/test_ingestion_activity_persistence.py::test_ingestion_checkpoint_retry_rls_failure_and_downstream_lifecycle|backend/tests/integration/test_nats_event_bus.py::test_publish_subscribe_redelivery_is_idempotent_by_event_id|backend/tests/integration/test_temporal_workflow.py::test_production_bootstrap_runs_activity_with_stable_id_and_waits_durably|backend/tests/integration/test_temporal_workflow.py::test_worker_restart_retries_same_identity_without_duplicate_committed_effect|backend/tests/unit/test_ingestion_activity.py::test_command_hash_and_checkpoint_validation_are_strict|backend/tests/unit/test_ingestion_activity.py::test_ingestion_operation_metadata_is_tenant_safe_and_constrained|backend/tests/unit/test_ingestion_activity.py::test_permanent_acquisition_failures_are_explicit_and_safe|backend/tests/unit/test_ingestion_activity.py::test_success_is_digest_verified_and_exact_retry_has_no_duplicate_effects|backend/tests/unit/test_ingestion_activity.py::test_temporal_activity_rejects_malformed_payload_without_raw_detail|backend/tests/unit/test_ingestion_activity.py::test_transient_object_failure_is_durable_redacted_and_retryable|backend/tests/unit/test_session_bootstrap_workflow.py::test_activity_decodes_strict_transition_and_delegates_io|backend/tests/unit/test_session_bootstrap_workflow.py::test_bootstrap_retry_exhaustion_commits_structured_dead_letter|backend/tests/unit/test_session_bootstrap_workflow.py::test_control_retry_exhaustion_commits_structured_dead_letter|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_deduplicates_controls_and_discards_stale_commands|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_definition_prepares_in_temporal_sandbox|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_module_has_no_nondeterministic_io_or_identity_generation|backend/tests/unit/test_session_bootstrap_workflow.py::test_workflow_reuses_input_event_identity_and_enters_durable_wait,planned,4,
NFR-002,"Recoverability: RPO ≤ 24 h and RTO ≤ 4 h for the MVP stack, stated honestly rather than implied by replica counts",,,,planned,17,
NFR-003,"Determinism: Given the same manifest and mock provider, replay reproduces artifact ids, ordering and consensus output byte-for-byte",docs/MARL_MODEL.md#deterministic-marl-environment-and-trajectories|docs/PORTS.md#14-marl-trajectory-ports|docs/REPRODUCIBILITY.md#4-replay-modes|docs/adr/ADR-001-postgres-source-of-truth.md#adr-001-postgresql-as-the-system-of-record,backend/alembic/versions/20260912_0024_marl_trajectories.py|backend/app/application/replay.py,backend/tests/contracts/test_empty_session_replay.py::test_empty_session_replay_is_byte_stable|backend/tests/integration/test_marl_persistence.py::test_marl_store_idempotent_replay_conflict_and_gap_rejection|backend/tests/integration/test_marl_persistence.py::test_marl_store_round_trip_rollback_rls_append_only_and_no_commit|backend/tests/unit/test_marl.py::test_complete_export_and_hermetic_replay_are_byte_deterministic|backend/tests/unit/test_marl.py::test_exact_values_and_hashes_are_strict_and_deterministic|backend/tests/unit/test_marl.py::test_incomplete_export_is_authentic_but_never_replay_success|backend/tests/unit/test_realtime.py::test_event_envelope_uses_ledger_order_not_transport_order|backend/tests/unit/test_reasoning_ledger.py::test_adapter_appends_and_advances_head_without_commit|backend/tests/unit/test_reasoning_ledger.py::test_append_payload_is_deeply_immutable|backend/tests/unit/test_reasoning_ledger.py::test_append_rejects_invalid_values|backend/tests/unit/test_reasoning_ledger.py::test_append_rejects_noncanonical_json_numbers|backend/tests/unit/test_reasoning_ledger.py::test_hashes_are_deterministic_and_use_normative_timestamp_shape|backend/tests/unit/test_reasoning_ledger.py::test_idempotent_retry_returns_matching_row_and_rejects_mismatch|backend/tests/unit/test_reasoning_ledger.py::test_verification_detects_payload_chain_sequence_and_head_changes|backend/tests/unit/test_replay.py::test_cross_workspace_replay_fails_before_ledger_or_execution|backend/tests/unit/test_replay.py::test_live_replay_has_fresh_linked_identities_and_preserves_source|backend/tests/unit/test_replay.py::test_recorded_steps_are_reconstructed_without_any_execution|backend/tests/unit/test_replay.py::test_replay_modes_are_closed_and_distinct|backend/tests/unit/test_replay.py::test_strict_replay_fails_closed_when_pinned_implementation_is_unavailable|backend/tests/unit/test_replay.py::test_strict_replay_never_invokes_external_dependency|backend/tests/unit/test_replay.py::test_strict_replay_reports_ledger_integrity_failure_before_execution|backend/tests/unit/test_replay.py::test_strict_replay_reports_only_the_first_deterministic_mismatch|backend/tests/unit/test_replay.py::test_strict_replay_verifies_exact_deterministic_output_without_mutation|backend/tests/unit/test_replay.py::test_tolerant_replay_matches_without_claiming_strict_verification|backend/tests/unit/test_replay.py::test_tolerant_replay_reports_identity_output_and_timing_sensitive_differences,partial,13,local-phase13-2026-09-14
NFR-004,Traceability: Any recommendation resolves to its sources within 5 API traversions,docs/DOCKER_SWARM.md#8-stateful-services-and-the-ha-boundary|docs/adr/ADR-020-stateful-ha-boundary.md#adr-020-accept-a-manual-high-availability-boundary-for-stateful-services,,backend/tests/unit/test_provenance.py::test_provenance_enriches_evidence_and_preserves_adversarial_edge|backend/tests/unit/test_provenance.py::test_provenance_hides_missing_cross_workspace_and_missing_projection|backend/tests/unit/test_provenance.py::test_provenance_returns_root_only_when_no_upstream_nodes_exist|backend/tests/unit/test_provenance.py::test_provenance_supports_branching_deduplicated_deterministic_traversal,planned,17,
NFR-005,Explainability: Every consensus outcome renders a complete explanation without extra user queries,,,,planned,10,
NFR-006,Auditability: 100 % of state-changing actions appear in the ledger; a CI test asserts no mutation path bypasses it,docs/AUDITABILITY.md#2-the-ledger|docs/MARL_MODEL.md#deterministic-marl-environment-and-trajectories|docs/TRACEABILITY.md#4-coverage-rules,backend/alembic/versions/20260912_0025_audit_tables.py|backend/app/application/audit.py|backend/app/db/audit.py|backend/app/db/consensus.py|backend/app/db/models/audit.py|backend/app/domain/audit.py|backend/app/domain/consensus.py,backend/tests/integration/test_audit_persistence.py::test_access_log_round_trip_orders_and_paginates_by_cursor|backend/tests/integration/test_audit_persistence.py::test_audit_tables_are_append_only_at_the_database|backend/tests/integration/test_audit_persistence.py::test_audit_tables_foreign_keys_reject_unknown_sessions|backend/tests/integration/test_audit_persistence.py::test_chain_integrity_detects_an_altered_day_head|backend/tests/integration/test_audit_persistence.py::test_forced_rls_isolates_audit_tables_across_tenants|backend/tests/integration/test_audit_persistence.py::test_recommendation_access_reports_complete_timeline_before_acceptance|backend/tests/integration/test_audit_persistence.py::test_two_day_anchor_chain_verifies_and_same_day_conflicts|backend/tests/unit/test_audit_queries.py::test_access_cursor_round_trip_and_garbage|backend/tests/unit/test_audit_queries.py::test_access_log_entry_rejects_blank_scope_and_blank_trace|backend/tests/unit/test_audit_queries.py::test_anchor_hash_is_deterministic_and_precedes_with_genesis|backend/tests/unit/test_audit_queries.py::test_anchor_rejects_mismatched_hash_on_construction|backend/tests/unit/test_audit_queries.py::test_artifact_rationale_finds_originating_turn|backend/tests/unit/test_audit_queries.py::test_artifact_rationale_handles_broken_causation_chain|backend/tests/unit/test_audit_queries.py::test_artifact_rationale_missing_artifact_is_none|backend/tests/unit/test_audit_queries.py::test_artifact_revision_history_defaults_version_when_absent|backend/tests/unit/test_audit_queries.py::test_artifact_revision_history_orders_writes_and_keeps_warrants|backend/tests/unit/test_audit_queries.py::test_chain_integrity_detects_altered_day_head|backend/tests/unit/test_audit_queries.py::test_chain_integrity_reports_invalid_ledger_verification|backend/tests/unit/test_audit_queries.py::test_chain_integrity_verifies_two_day_record|backend/tests/unit/test_audit_queries.py::test_daily_anchor_publishing_requires_events|backend/tests/unit/test_audit_queries.py::test_recommendation_access_filters_reads_before_creation|backend/tests/unit/test_audit_queries.py::test_recommendation_access_truncation_reports_cursor|backend/tests/unit/test_audit_queries.py::test_recommendation_access_unknown_recommendation|backend/tests/unit/test_audit_queries.py::test_round_consensus_record_lookup|backend/tests/unit/test_audit_queries.py::test_round_participant_context_filters_turns_by_round|backend/tests/unit/test_audit_queries.py::test_round_participant_context_missing_session_is_none|backend/tests/unit/test_audit_queries.py::test_session_termination_reports_final_state_and_last_event|backend/tests/unit/test_audit_queries.py::test_strategy_usage_maps_consensus_record|backend/tests/unit/test_realtime.py::test_post_commit_publish_preserves_ledger_sequence_and_filters_bodies|backend/tests/unit/test_reasoning_ledger.py::test_adapter_appends_and_advances_head_without_commit|backend/tests/unit/test_reasoning_ledger.py::test_append_payload_is_deeply_immutable|backend/tests/unit/test_reasoning_ledger.py::test_append_rejects_invalid_values|backend/tests/unit/test_reasoning_ledger.py::test_append_rejects_noncanonical_json_numbers|backend/tests/unit/test_reasoning_ledger.py::test_hashes_are_deterministic_and_use_normative_timestamp_shape|backend/tests/unit/test_reasoning_ledger.py::test_idempotent_retry_returns_matching_row_and_rejects_mismatch|backend/tests/unit/test_reasoning_ledger.py::test_verification_detects_payload_chain_sequence_and_head_changes,implemented,13,local-phase13-2026-09-14
NFR-007,Latency: API reads p95 < 300 ms excluding LLM time; SSE delivery p95 < 1 s after ledger commit,docs/adr/ADR-016-realtime-gateway-sse-first.md#adr-016-sse-first-realtime-gateway,,,planned,4,
NFR-008,Throughput: ≥ 20 concurrent sessions and ≥ 100 logical agents in flight on the reference dev stack,,,,planned,17,
NFR-009,Cost control: Per-session token and cost ceilings enforced; breach terminates with BUDGET_EXHAUSTED,docs/PHASE6_ACCEPTANCE.md#2-executable-contract-choices|docs/REQUIREMENTS.md#requirements,,backend/tests/unit/test_coordinator_policy.py::test_durable_token_aggregate_rejects_non_integer_adapter_values|backend/tests/unit/test_coordinator_policy.py::test_membership_rejects_bad_timing_inactive_and_duplicate_logical_agent|backend/tests/unit/test_coordinator_policy.py::test_persisted_agent_budget_requires_exact_integer_tokens|backend/tests/unit/test_coordinator_policy.py::test_post_dispatch_durable_accounting_breach_terminates_before_return|backend/tests/unit/test_coordinator_policy.py::test_postgres_numeric_token_aggregates_cross_the_strict_domain_boundary|backend/tests/unit/test_coordinator_policy.py::test_session_and_agent_durable_ceiling_terminate_once_with_explicit_reason|backend/tests/unit/test_critic_dispatch.py::test_assignment_pin_mismatch_and_input_shape_fail_before_dispatch|backend/tests/unit/test_critic_dispatch.py::test_dispatch_is_budgeted_ordered_and_records_only_completed_empty_turn|backend/tests/unit/test_critic_dispatch.py::test_inactivity_is_not_emitted_before_threshold_or_repeated_after_it|backend/tests/unit/test_critic_dispatch.py::test_invalid_peer_bundle_leaves_no_partial_inactivity_event|backend/tests/unit/test_critic_dispatch.py::test_non_critic_phase_role_or_visibility_fails_before_budget_and_runtime|backend/tests/unit/test_critic_dispatch.py::test_timeout_is_abstention_not_critic_inactivity,planned,6,
NFR-010,"Security: Least privilege, workspace isolation, no secrets in logs or payloads, OWASP ASVS L2 alignment",docs/MARL_MODEL.md#deterministic-marl-environment-and-trajectories|docs/PORTS.md#14-marl-trajectory-ports|docs/SECURITY.md#6-input-handling,backend/alembic/versions/20260912_0024_marl_trajectories.py|frontend/src/api/client.ts,backend/tests/integration/test_knowledge_persistence.py::test_knowledge_schema_rls_composite_fk_and_immutable_identity|backend/tests/integration/test_knowledge_vector_index.py::test_hybrid_retrieval_filters_grants_and_acl_before_scoring|backend/tests/integration/test_knowledge_vector_index.py::test_uuid_knowledge_vectors_reject_stale_data_and_enforce_rls|backend/tests/integration/test_marl_persistence.py::test_marl_store_round_trip_rollback_rls_append_only_and_no_commit|backend/tests/integration/test_pgvector_store.py::test_pgvector_migration_and_deterministic_thousand_vector_retrieval|backend/tests/integration/test_postgres_migrations.py::test_clean_upgrade_and_cross_tenant_rls|backend/tests/unit/test_auth.py::test_allowed_route_receives_verified_workspace_principal|backend/tests/unit/test_auth.py::test_default_verifier_rejects_every_bearer_token|backend/tests/unit/test_auth.py::test_health_and_readiness_are_the_only_public_registered_routes|backend/tests/unit/test_auth.py::test_missing_malformed_and_invalid_bearer_tokens_return_401|backend/tests/unit/test_auth.py::test_route_policy_is_enforced_for_every_canonical_role|backend/tests/unit/test_auth.py::test_route_policy_rejects_empty_or_noncanonical_roles|backend/tests/unit/test_auth.py::test_valid_token_without_route_policy_returns_403|backend/tests/unit/test_database.py::test_baseline_enables_and_forces_rls_with_fail_closed_setting|backend/tests/unit/test_database.py::test_create_database_uses_asyncpg_and_pool_settings|backend/tests/unit/test_database.py::test_session_sets_workspace_transaction_locally|backend/tests/unit/test_envelope_encryption.py::test_envelope_rejects_tampering_and_cross_workspace_replay|backend/tests/unit/test_envelope_encryption.py::test_envelope_round_trip_never_contains_plaintext|backend/tests/unit/test_identity_models.py::test_membership_migration_forces_fail_closed_workspace_rls|backend/tests/unit/test_identity_models.py::test_users_have_external_identity_but_no_local_password_or_platform_role|backend/tests/unit/test_identity_models.py::test_workspace_role_vocabulary_is_exact_and_canonical|backend/tests/unit/test_marl.py::test_failure_precedence_prefix|backend/tests/unit/test_marl.py::test_mutations_fail_closed_and_precedence_is_deterministic|backend/tests/unit/test_observability.py::test_app_instances_own_isolated_metrics_and_tracing_lifecycles|backend/tests/unit/test_observability.py::test_metrics_are_rbac_protected_and_use_route_templates|backend/tests/unit/test_observability.py::test_structured_log_contains_context_and_recursively_redacts|backend/tests/unit/test_observability.py::test_tracing_is_shutdown_when_container_startup_fails|backend/tests/unit/test_realtime_api.py::test_stream_is_authenticated_and_last_event_id_overrides_query_cursor|backend/tests/unit/test_session_control_api.py::test_controls_require_write_role_and_replay_only_identical_requests|backend/tests/unit/test_session_control_api.py::test_human_input_rejects_malformed_and_missing_or_cross_session_artifacts|backend/tests/unit/test_session_control_api.py::test_legacy_terminate_enqueues_typed_cancel_without_deleting_history|frontend/src/api/client.test.ts::28:2::preserves problem details without exposing an untyped response,planned,1,
NFR-011,Privacy: No chain-of-thought storage; only structured artifacts and explicit rationale,docs/MARL_MODEL.md#deterministic-marl-environment-and-trajectories,,,planned,3,
NFR-012,Portability: Replacing any adapter requires no change outside the composition root,docs/DOCKER_SWARM.md#2-node-layout,,backend/tests/test_layering.py::test_backend_obeys_import_boundaries|backend/tests/test_layering.py::test_import_lint_accepts_allowed_imports|backend/tests/test_layering.py::test_import_lint_rejects_deliberate_forbidden_import|backend/tests/test_layering.py::test_no_provider_sdk_import_outside_adapters|backend/tests/test_layering.py::test_sdk_lint_accepts_adapter_sdk_import|backend/tests/test_layering.py::test_sdk_lint_rejects_deliberate_sdk_import,planned,1,
NFR-013,Interoperability: The reasoning model be exportable to JSON-LD without schema surgery,docs/adr/ADR-011-docker-swarm-deployment.md#adr-011-docker-swarm-deployment,,frontend/scripts/generated-comparison.test.mjs::17:2::rejects semantic drift|frontend/scripts/generated-comparison.test.mjs::27:2::rejects distinct non-UTF-8 bytes|frontend/scripts/generated-comparison.test.mjs::7:2::ignores line-ending-only differences,planned,1,
NFR-014,"Extensibility: Adding an agent, consensus strategy or metric requires no edit to core workflow code",docs/PORTS.md#1-llmprovider|docs/REPRODUCIBILITY.md#4-replay-modes|docs/adr/ADR-012-clean-architecture-ports-adapters.md#adr-012-clean-architecture-with-ports-and-adapters,backend/app/application/replay.py,backend/tests/unit/test_replay.py::test_cross_workspace_replay_fails_before_ledger_or_execution|backend/tests/unit/test_replay.py::test_live_replay_has_fresh_linked_identities_and_preserves_source|backend/tests/unit/test_replay.py::test_recorded_steps_are_reconstructed_without_any_execution|backend/tests/unit/test_replay.py::test_replay_modes_are_closed_and_distinct|backend/tests/unit/test_replay.py::test_strict_replay_fails_closed_when_pinned_implementation_is_unavailable|backend/tests/unit/test_replay.py::test_strict_replay_never_invokes_external_dependency|backend/tests/unit/test_replay.py::test_strict_replay_reports_ledger_integrity_failure_before_execution|backend/tests/unit/test_replay.py::test_strict_replay_reports_only_the_first_deterministic_mismatch|backend/tests/unit/test_replay.py::test_strict_replay_verifies_exact_deterministic_output_without_mutation|backend/tests/unit/test_replay.py::test_tolerant_replay_matches_without_claiming_strict_verification|backend/tests/unit/test_replay.py::test_tolerant_replay_reports_identity_output_and_timing_sensitive_differences,partial,13,local-phase13-2026-09-14
NFR-015,Observability: Every port call emits a span; correlation spans request → workflow → activity → LLM → artifact,,frontend/src/api/client.ts,backend/tests/integration/test_observability.py::test_authenticated_api_request_is_traced_through_postgresql|backend/tests/unit/test_observability.py::test_app_instances_own_isolated_metrics_and_tracing_lifecycles|backend/tests/unit/test_observability.py::test_database_instrumentation_emits_child_spans_and_transaction_metrics|backend/tests/unit/test_observability.py::test_metrics_are_rbac_protected_and_use_route_templates|backend/tests/unit/test_observability.py::test_structured_log_contains_context_and_recursively_redacts|backend/tests/unit/test_observability.py::test_tracing_is_shutdown_when_container_startup_fails|frontend/src/api/client.test.ts::5:2::returns contract-typed health data|frontend/src/app/app.test.tsx::53:2::renders observed API and dependency status,planned,1,
NFR-016,Testability: Domain logic runs with zero network dependencies using in-memory adapters,docs/PORTS.md#14-marl-trajectory-ports,backend/alembic/versions/20260912_0024_marl_trajectories.py,backend/tests/contracts/test_cache.py::test_all_write_paths_reject_ttl_outside_ephemeral_range|backend/tests/contracts/test_cache.py::test_cache_round_trip_and_delete|backend/tests/contracts/test_cache.py::test_increment_uses_a_fixed_window|backend/tests/contracts/test_llm_provider.py::test_mock_accepts_json_arrays_for_strict_tuple_fields|backend/tests/contracts/test_llm_provider.py::test_mock_embeddings_are_deterministic_and_reject_empty_input|backend/tests/contracts/test_llm_provider.py::test_mock_repairs_once_and_stores_a_content_addressed_trace|backend/tests/contracts/test_llm_provider.py::test_mock_structured_repair_is_bounded|backend/tests/contracts/test_llm_provider.py::test_openai_adapter_repairs_and_accounts_for_every_billable_attempt|backend/tests/contracts/test_llm_provider.py::test_openai_embeddings_restore_provider_indices_and_use_decimal_costs|backend/tests/contracts/test_llm_provider.py::test_openai_http_failures_are_normalized|backend/tests/integration/test_marl_persistence.py::test_marl_store_round_trip_rollback_rls_append_only_and_no_commit|backend/tests/integration/test_minio_object_store.py::test_minio_round_trip_presign_digest_and_list_denial|backend/tests/integration/test_redis_cache.py::test_redis_cache_never_writes_durable_keys|backend/tests/unit/test_agent_activity.py::test_bundle_rejects_protocol_authority_and_payload_violations|backend/tests/unit/test_agent_activity.py::test_completed_but_invalid_provider_result_is_accounted_and_rejected|backend/tests/unit/test_agent_activity.py::test_prompt_dependency_failures_happen_before_provider_creation|backend/tests/unit/test_agent_activity.py::test_provider_failure_closes_provider_without_recording_usage|backend/tests/unit/test_agent_activity.py::test_registry_facade_opens_and_closes_a_transaction_per_operation|backend/tests/unit/test_agent_activity.py::test_runner_prompt_contains_hydrated_artifact_and_retrieval_provenance|backend/tests/unit/test_agent_activity.py::test_runner_rejects_non_runnable_definition_before_provider_creation|backend/tests/unit/test_agent_activity.py::test_runner_uses_verified_sealed_prompt_records_usage_and_closes_provider|backend/tests/unit/test_agent_activity.py::test_temporal_adapter_rejects_malformed_payload_before_delegation|backend/tests/unit/test_agent_activity.py::test_turn_request_rejects_version_and_sealed_assessment_violations|backend/tests/unit/test_agent_activity.py::test_usage_persistence_failure_still_closes_provider|backend/tests/unit/test_api_app.py::test_domain_error_uses_problem_envelope|backend/tests/unit/test_api_app.py::test_health_is_live_without_consulting_dependencies|backend/tests/unit/test_api_app.py::test_lifespan_closes_the_composition_container|backend/tests/unit/test_api_app.py::test_ready_reports_dependency_failure_without_changing_liveness|backend/tests/unit/test_api_app.py::test_request_validation_error_uses_problem_envelope|backend/tests/unit/test_api_app.py::test_router_404_uses_problem_envelope|backend/tests/unit/test_api_app.py::test_unhandled_error_uses_safe_problem_envelope|backend/tests/unit/test_composition_container.py::test_builds_offline_adapters_and_exposes_component_health|backend/tests/unit/test_composition_container.py::test_close_runs_every_closer_in_reverse_order|backend/tests/unit/test_composition_container.py::test_nats_is_connected_eagerly|backend/tests/unit/test_composition_container.py::test_production_policy_is_checked_before_adapter_construction|backend/tests/unit/test_composition_container.py::test_refuses_inmemory_object_store_outside_tests|backend/tests/unit/test_composition_container.py::test_refuses_minio_without_credentials|backend/tests/unit/test_composition_container.py::test_selected_minio_adapter_receives_runtime_configuration|backend/tests/unit/test_composition_container.py::test_selected_temporal_adapter_receives_runtime_configuration|backend/tests/unit/test_inmemory_event_bus.py::test_read_from_rejects_non_positive_limit|backend/tests/unit/test_inmemory_event_bus.py::test_read_from_replays_from_sequence_with_limit|backend/tests/unit/test_marl.py::test_complete_export_and_hermetic_replay_are_byte_deterministic|backend/tests/unit/test_marl.py::test_exact_values_and_hashes_are_strict_and_deterministic|backend/tests/unit/test_marl.py::test_inmemory_store_lifecycle_idempotency_conflict_and_isolation|backend/tests/unit/test_marl.py::test_shared_store_contract_for_inmemory_adapter|backend/tests/unit/test_marl.py::test_unknown_implementation_fails_closed_after_integrity|backend/tests/unit/test_minio_object_store.py::test_get_rejects_changed_content|backend/tests/unit/test_minio_object_store.py::test_health_distinguishes_missing_bucket_and_dependency_failure|backend/tests/unit/test_minio_object_store.py::test_permanent_s3_errors_are_translated|backend/tests/unit/test_minio_object_store.py::test_presign_validates_input_and_checks_read_object|backend/tests/unit/test_minio_object_store.py::test_put_get_and_delete_round_trip_with_digest_verification|backend/tests/unit/test_minio_object_store.py::test_service_and_timeout_errors_are_transient|backend/tests/unit/test_nats_event_bus.py::test_durable_name_is_legal_stable_and_collision_resistant|backend/tests/unit/test_nats_event_bus.py::test_existing_stream_is_reconciled_for_realtime_subjects|backend/tests/unit/test_nats_event_bus.py::test_read_from_terminates_invalid_payload_and_unsubscribes|backend/tests/unit/test_nats_event_bus.py::test_request_rejects_non_object_json_response|backend/tests/unit/test_nats_event_bus.py::test_structured_error_logging_does_not_raise|backend/tests/unit/test_nats_event_bus.py::test_subscription_acks_success_and_naks_handler_failure|backend/tests/unit/test_nats_event_bus.py::test_subscription_terminates_malformed_event|backend/tests/unit/test_orchestration_policy.py::test_activity_cancellation_cancels_and_drains_inner_operation|backend/tests/unit/test_orchestration_policy.py::test_activity_failure_taxonomy_maps_to_temporal|backend/tests/unit/test_orchestration_policy.py::test_activity_operation_identity_is_stable_and_strict|backend/tests/unit/test_orchestration_policy.py::test_declared_policies_are_bounded_and_long_work_heartbeats|backend/tests/unit/test_orchestration_policy.py::test_invalid_activity_policy_is_rejected|backend/tests/unit/test_orchestration_policy.py::test_long_activity_heartbeats_until_completion|backend/tests/unit/test_orchestration_policy.py::test_valid_activity_policy_is_immutable|backend/tests/unit/test_pgvector.py::test_adapter_rejects_invalid_input_before_database_access|backend/tests/unit/test_pgvector.py::test_concurrency_database_errors_are_transient|backend/tests/unit/test_pgvector.py::test_knowledge_vector_metadata_has_typed_chain_and_adapter_contract|backend/tests/unit/test_pgvector.py::test_migration_creates_cosine_ivfflat_and_forced_rls|backend/tests/unit/test_reasoning_graph.py::test_adapter_maps_edge_and_flushes_without_committing|backend/tests/unit/test_reasoning_graph.py::test_adapter_maps_node_and_flushes_without_committing|backend/tests/unit/test_reasoning_graph.py::test_cursor_fingerprint_distinguishes_no_filter_from_empty_filter|backend/tests/unit/test_reasoning_graph.py::test_graph_edge_rejects_out_of_range_weight|backend/tests/unit/test_reasoning_graph.py::test_graph_edge_rejects_self_loop|backend/tests/unit/test_reasoning_graph.py::test_graph_node_rejects_blank_labels|backend/tests/unit/test_reasoning_graph.py::test_graph_values_reject_non_json_values|backend/tests/unit/test_reasoning_graph.py::test_subgraph_rejects_empty_root_ids|backend/tests/unit/test_reasoning_graph.py::test_subgraph_rejects_out_of_range_depth|backend/tests/unit/test_reasoning_graph.py::test_trace_backward_rejects_out_of_range_depth|backend/tests/unit/test_reasoning_graph.py::test_trace_backward_returns_empty_result_without_node_query_when_walk_finds_nothing|backend/tests/unit/test_reasoning_graph.py::test_traversal_rejects_malformed_cursor|backend/tests/unit/test_reasoning_graph.py::test_traversal_rejects_out_of_range_page_size,planned,1,
NFR-017,Accessibility: Frontend meets WCAG 2.1 AA for the views used in the evaluation task,,,frontend/src/app/app.test.tsx::60:2::has no detectable critical accessibility violations|frontend/src/features/reasoning/reasoning-page.test.tsx::150:2::has no detectable WCAG A or AA violations,planned,19,
NFR-018,Documentation: Every phase exit leaves docs and memory-bank synchronized; CI checks links and Mermaid fences,docs/TRACEABILITY_AUDIT.md#traceability-evidence-quality-audit,,scripts/tests/test_traceability.py::test_csv_rendering_is_byte_deterministic_and_uses_lf|scripts/tests/test_traceability.py::test_frontend_annotations_are_explicit_and_duplicate_titles_are_unambiguous|scripts/tests/test_traceability.py::test_frontend_uncited_and_misattached_annotations_are_rejected|scripts/tests/test_traceability.py::test_generation_covers_requirements_in_stable_id_order|scripts/tests/test_traceability.py::test_metadata_rejects_unknown_requirements|scripts/tests/test_traceability.py::test_metadata_requires_exact_requirement_coverage|scripts/tests/test_traceability.py::test_python_module_requirement_marker_applies_to_each_test|scripts/tests/test_traceability.py::test_requirement_ids_reject_unknown_malformed_and_empty_values|scripts/tests/test_traceability.py::test_source_annotation_must_target_the_next_symbol,planned,all,
NFR-019,"Scientific integrity: No metric or claim may be reported without its inputs, version and caveats",docs/MARL_MODEL.md#deterministic-marl-environment-and-trajectories|docs/METRICS.md#2-admission-rules-for-a-metric,backend/app/application/metrics.py|backend/app/domain/metrics.py,backend/tests/unit/test_marl.py::test_exact_values_and_hashes_are_strict_and_deterministic|backend/tests/unit/test_marl.py::test_reward_vector_is_five_exact_metric_linked_components_and_neutral_is_explicit|backend/tests/unit/test_metric_catalogue.py::test_catalogue_ships_43_active_metric_definitions|backend/tests/unit/test_metric_catalogue.py::test_dimension_counts_match_the_metrICS_document|backend/tests/unit/test_metric_catalogue.py::test_duplicate_and_empty_registrations_are_rejected|backend/tests/unit/test_metric_catalogue.py::test_exact_lookup_has_no_latest_fallback_and_fails_closed|backend/tests/unit/test_metric_catalogue.py::test_metric_value_carries_m2_metadata|backend/tests/unit/test_metric_catalogue.py::test_not_applicable_is_a_reasoned_value_never_zero|backend/tests/unit/test_metric_catalogue.py::test_phase_12_reward_pins_resolve_at_version_1|backend/tests/unit/test_metric_catalogue.py::test_registration_order_is_deterministic_and_ids_are_unique,partial,13,
